REF_DATE,GEO,DGUID,Type of fuel,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2016-10,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,105.4,,,,1
2016-11,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,101.4,,,,1
2016-12,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,104.7,,,,1
2017-01,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,112.8,,,,1
2017-02,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,107.8,,,,1
2017-03,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,107.6,,,,1
2017-04,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,116.0,,,,1
2017-05,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,112.0,,,,1
2017-06,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,107.3,,,,1
2017-07,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,109.5,,,,1
2017-08,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,112.5,,,,1
2017-09,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,118.2,,,,1
2017-10,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,114.9,,,,1
2017-11,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,122.2,,,,1
2017-12,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,121.0,,,,1
2018-01,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,124.5,,,,1
2018-02,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,123.6,,,,1
2018-03,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,126.1,,,,1
2018-04,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,133.7,,,,1
2018-05,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,137.3,,,,1
2018-06,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,134.6,,,,1
2018-07,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,135.6,,,,1
2018-08,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,133.6,,,,1
2018-09,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,129.3,,,,1
2018-10,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,124.0,,,,1
2018-11,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,111.7,,,,1
2018-12,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,105.5,,,,1
2019-01,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,102.4,,,,1
2019-02,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,102.1,,,,1
2019-03,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,115.8,,,,1
2019-04,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,126.7,,,,1
2019-05,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,127.7,,,,1
2019-06,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,118.9,,,,1
2019-07,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,125.3,,,,1
2019-08,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,118.5,,,,1
2019-09,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,116.7,,,,1
2019-10,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,116.9,,,,1
2019-11,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,116.4,,,,1
2019-12,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,116.0,,,,1
2020-01,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,114.6,,,,1
2020-02,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,111.0,,,,1
2020-03,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,86.1,,,,1
2020-04,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,79.1,,,,1
2020-05,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,91.2,,,,1
2020-06,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,99.9,,,,1
2020-07,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,104.3,,,,1
2020-08,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,103.9,,,,1
2020-09,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,101.8,,,,1
2020-10,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,100.7,,,,1
2020-11,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,99.3,,,,1
2020-12,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735098,9.2,103.6,,,,1
1990-01,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.4,,,,1
1990-02,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.5,,,,1
1990-03,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.5,,,,1
1990-04,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,58.5,,,,1
1990-05,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,58.4,,,,1
1990-06,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.9,,,,1
1990-07,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.7,,,,1
1990-08,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.7,,,,1
1990-09,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,59.0,,,,1
1990-10,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,62.8,,,,1
1990-11,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,66.6,,,,1
1990-12,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,66.2,,,,1
1991-01,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,65.8,,,,1
1991-02,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,62.5,,,,1
1991-03,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,59.4,,,,1
1991-04,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.8,,,,1
1991-05,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.2,,,,1
1991-06,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,58.0,,,,1
1991-07,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,58.0,,,,1
1991-08,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.4,,,,1
1991-09,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,58.2,,,,1
1991-10,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,58.2,,,,1
1991-11,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.5,,,,1
1991-12,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.6,,,,1
1992-01,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,58.4,,,,1
1992-02,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.6,,,,1
1992-03,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.1,,,,1
1992-04,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.0,,,,1
1992-05,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.0,,,,1
1992-06,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.0,,,,1
1992-07,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.9,,,,1
1992-08,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.9,,,,1
1992-09,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.3,,,,1
1992-10,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.7,,,,1
1992-11,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,58.0,,,,1
1992-12,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.9,,,,1
1993-01,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.9,,,,1
1993-02,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.5,,,,1
1993-03,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.4,,,,1
1993-04,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,55.7,,,,1
1993-05,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.5,,,,1
1993-06,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,58.5,,,,1
1993-07,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.5,,,,1
1993-08,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.9,,,,1
1993-09,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.1,,,,1
1993-10,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,55.5,,,,1
1993-11,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,55.3,,,,1
1993-12,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,54.6,,,,1
1994-01,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,53.9,,,,1
1994-02,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,55.1,,,,1
1994-03,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,54.0,,,,1
1994-04,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,53.9,,,,1
1994-05,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,55.1,,,,1
1994-06,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.5,,,,1
1994-07,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.5,,,,1
1994-08,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,59.5,,,,1
1994-09,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,59.5,,,,1
1994-10,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,58.4,,,,1
1994-11,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,55.7,,,,1
1994-12,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,54.4,,,,1
1995-01,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,51.8,,,,1
1995-02,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,52.4,,,,1
1995-03,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,55.6,,,,1
1995-04,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.6,,,,1
1995-05,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,60.8,,,,1
1995-06,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,62.7,,,,1
1995-07,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,59.3,,,,1
1995-08,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.8,,,,1
1995-09,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.3,,,,1
1995-10,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,58.0,,,,1
1995-11,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,55.7,,,,1
1995-12,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,51.7,,,,1
1996-01,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.6,,,,1
1996-02,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,55.3,,,,1
1996-03,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.1,,,,1
1996-04,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,62.7,,,,1
1996-05,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,65.0,,,,1
1996-06,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,64.0,,,,1
1996-07,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,62.6,,,,1
1996-08,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,61.2,,,,1
1996-09,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,60.3,,,,1
1996-10,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,61.8,,,,1
1996-11,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,63.8,,,,1
1996-12,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,63.8,,,,1
1997-01,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,63.7,,,,1
1997-02,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,63.7,,,,1
1997-03,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,63.7,,,,1
1997-04,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,63.3,,,,1
1997-05,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,61.8,,,,1
1997-06,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,64.7,,,,1
1997-07,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,59.5,,,,1
1997-08,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,64.3,,,,1
1997-09,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,65.2,,,,1
1997-10,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,62.2,,,,1
1997-11,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,59.9,,,,1
1997-12,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,59.4,,,,1
1998-01,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.3,,,,1
1998-02,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,55.8,,,,1
1998-03,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,53.1,,,,1
1998-04,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,54.6,,,,1
1998-05,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,52.8,,,,1
1998-06,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,57.0,,,,1
1998-07,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,53.5,,,,1
1998-08,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,52.6,,,,1
1998-09,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,53.9,,,,1
1998-10,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,53.1,,,,1
1998-11,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,54.8,,,,1
1998-12,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,50.0,,,,1
1999-01,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,50.7,,,,1
1999-02,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,49.2,,,,1
1999-03,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,51.5,,,,1
1999-04,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,53.4,,,,1
1999-05,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,56.8,,,,1
1999-06,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,55.2,,,,1
1999-07,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,59.6,,,,1
1999-08,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,61.1,,,,1
1999-09,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,65.2,,,,1
1999-10,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,63.7,,,,1
1999-11,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,63.0,,,,1
1999-12,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,67.2,,,,1
2000-01,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,65.1,,,,1
2000-02,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,66.8,,,,1
2000-03,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,74.1,,,,1
2000-04,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,69.4,,,,1
2000-05,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,72.0,,,,1
2000-06,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,77.2,,,,1
2000-07,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,75.5,,,,1
2000-08,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,70.8,,,,1
2000-09,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,77.6,,,,1
2000-10,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,74.2,,,,1
2000-11,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,74.7,,,,1
2000-12,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,73.9,,,,1
2001-01,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,70.6,,,,1
2001-02,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,72.5,,,,1
2001-03,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,71.1,,,,1
2001-04,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units,0,v735099,10.2,76.5,,,,1
